Code,Move,Type,I.O.,,,,,P.H.,Resources,,,Infrastructure,,,,,,
01231,Reject request for change in leadership,Reject,B,C,C,D,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
01232,Reject request for policy change,Reject,B,C,C,D,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
01214,Reject intelligence cooperation,Reject,B,C,C,D,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
01212,Reject military cooperation,Reject,B,C,C,D,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
01245,Refuse to allow international involvement (non-mediation),Reject,B,D,C,C,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00125,"Reject proposal to meet, discuss, or negotiate",Reject,A,D,B,C,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00129,Veto,Reject,A,D,B,D,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","Communication, Funging",,,,,,
01290,Recall ambassador,Reject,A,D,B,D,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","Communication, Funging",,,,,,
00124,Refuse to yield,Reject,A,D,B,D,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
01246,Refuse to de-escalate military engagement,Reject,A,D,B,D,C,A,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, APRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD",Communication,,,,,,
,,,,,,,,,,,,,,,,,,
00110,Disapprove,Disapprove,B,C,C,C,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00112,"Accuse, not specified below",Disapprove,B,C,C,C,C,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
01121,"Accuse of crime, corruption",Disapprove,B,B,C,C,C,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
01122,Accuse of human rights abuses,Disapprove,B,B,C,C,C,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
01123,Accuse of aggression,Disapprove,B,C,C,C,C,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
01124,Accuse of war crimes,Disapprove,B,B,C,C,C,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00114,Complain officially,Disapprove,C,C,C,C,D,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00111,Criticize or denounce,Disapprove,C,C,C,C,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
01125,"Accuse of espionage, treason",Disapprove,B,B,C,D,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00113,Rally opposition against,Disapprove,B,B,C,D,D,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00115,Bring lawsuit against,Disapprove,B,D,C,D,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00116,Find guilty or liable (legally),Disapprove,C,C,C,D,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
01161,"Secede from a federal union, an alliance, or a political organization",Disapprove,B,D,C,D,D,A,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
01162,Violate international agreement ,Disapprove,B,C,C,C,D,A,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
,,,,,,,,,,,,,,,,,,
00090,Investigate,Investigate,B,C,C,C,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","Communication, Extraction, Funging",,,,,,
00091,"Investigate crime, corruption",Investigate,B,B,C,C,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","Communication, Extraction, Funging",,,,,,
00092,Investigate human rights abuses,Investigate,B,B,C,C,C,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","Communication, Extraction, Funging",,,,,,
00093,Investigate military action,Investigate,B,C,D,C,D,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","Communication, Extraction, Funging",,,,,,
00094,Investigate war crimes,Investigate,B,C,D,C,D,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB","Communication, Extraction, Funging",,,,,,
,,,,,,,,,,,,,,,,,,
00141,Demonstrate or rally,Protest,B,D,D,B,C,C,"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","Communication, Funging, Transportation",,,,,,
00140,Engage in political dissent,Protest,B,D,D,B,C,C,"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","Communication, Funging, Transportation",,,,,,
01413,Demonstrate for rights,Protest,B,D,D,C,B,C,"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","Communication, Funging, Transportation",,,,,,
01412,Demonstrate for policy change,Protest,B,D,D,C,B,C,"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","Communication, Funging, Transportation",,,,,,
01411,Demonstrate for leadership change,Protest,B,D,D,C,B,C,"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","Communication, Funging, Transportation",,,,,,
01414,"Demonstrate for change in institutions, regime",Protest,B,D,D,C,B,C,"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","Communication, Funging, Transportation",,,,,,
00143,Conduct strike or boycott,Protest,B,D,D,C,C,C,"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","Communication, Funging, Transportation",,,,,,
01433,Conduct strike or boycott for rights,Protest,B,D,D,C,B,C,"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","Communication, Funging, Transportation",,,,,,
01432,Conduct strike  or boycott for policy change,Protest,B,D,D,C,B,C,"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","Communication, Funging, Transportation",,,,,,
01431,Conduct strike or boycott for leadership change,Protest,B,D,D,B,B,C,"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","Communication, Funging, Transportation",,,,,,
01434,Conduct strike or boycott for change in institutions,Protest,B,D,D,B,B,C,"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","Communication, Funging, Transportation",,,,,,
